iter	MAE	RMSE
529	5855.330921	12536.73218
530	5855.147253	12536.28404
531	5854.146294	12531.58485
532	5853.340944	12527.67264
533	5852.376679	12523.31138
534	5851.207376	12520.28661
535	5849.094136	12513.47581
536	5848.815765	12508.06088
537	5848.528741	12506.73486
538	5847.594107	12502.65097
539	5845.23747	12496.7835
540	5842.831591	12489.68787
541	5841.603068	12484.88674
542	5839.960022	12479.45105
543	5837.627737	12475.03844
544	5835.831919	12472.61554
545	5834.096624	12464.68296
546	5833.831273	12461.39477
547	5827.834238	12426.05847
548	5825.193108	12422.36247
549	5825.343092	12421.91394
550	5824.901936	12420.63499
551	5824.496662	12415.99743
552	5824.297155	12415.80276
553	5822.89611	12409.52
554	5822.865395	12405.9306
555	5822.451946	12403.55387
556	5821.868906	12401.2989
557	5820.357268	12395.72808
558	5819.544778	12391.89348
559	5819.392907	12391.66377
560	5819.121886	12391.29942
561	5818.880782	12391.10372
562	5818.464584	12388.25568
563	5814.065347	12384.77255
564	5812.160074	12377.84008
565	5811.480457	12374.85914
566	5810.182819	12370.26382
567	5807.849687	12367.01815
568	5807.000528	12365.44079
569	5805.454813	12359.54067
570	5803.486168	12346.21662
571	5797.766726	12341.50538
572	5797.609776	12341.35748
573	5795.380548	12336.74595
574	5793.419131	12320.85059
575	5793.624789	12320.67143
576	5792.957481	12318.52576
577	5788.62976	12313.52393
578	5788.173776	12312.1866
579	5786.550396	12302.83024
580	5785.974434	12300.96943
581	5785.05605	12296.54196
582	5783.091821	12292.56993
583	5782.165561	12291.84977
584	5778.898509	12285.57874
585	5777.423514	12281.07776
586	5776.454034	12278.65817
587	5774.83623	12269.81841
588	5774.507508	12269.63194
589	5773.554907	12265.82513
590	5771.877605	12262.35996
591	5769.890011	12249.75705
592	5769.826676	12248.57816
593	5769.214	12246.61729
594	5766.871805	12238.65319
595	5765.193986	12226.71785
596	5761.271307	12210.06111
597	5759.476597	12190.04369
598	5758.579163	12186.82155
599	5759.010698	12184.24858
600	5758.00966	12170.23704
601	5756.715473	12165.4043
602	5756.648767	12164.34324
603	5754.322859	12161.60215
604	5753.370332	12153.0151
605	5752.319284	12140.46758
606	5749.554152	12127.16192
607	5747.790027	12124.425
608	5746.104428	12119.08474
609	5741.222678	12089.73143
610	5740.449353	12087.8525
611	5737.857417	12080.3811
612	5738.19515	12079.30425
613	5737.141989	12068.03081
614	5736.812307	12065.84452
615	5735.698565	12062.11572
616	5733.100097	12053.67084
617	5732.116215	12043.2171
618	5729.551745	12027.00672
619	5727.696455	12018.6964
620	5726.924394	12015.0348
621	5726.628172	12014.076
622	5725.337403	12010.04867
623	5725.63248	12009.12974
624	5723.957697	12001.4096
625	5723.273096	11999.6024
626	5722.431903	11996.01133
627	5720.351828	11992.31036
628	5719.622533	11988.86753
629	5718.831552	11984.86081
630	5718.109304	11981.15746
631	5717.812482	11979.96109
632	5716.537785	11972.57702
633	5716.255279	11969.72255
634	5714.40525	11963.25159
635	5713.155365	11956.27328
636	5712.719887	11951.49494
637	5711.152168	11944.1772
638	5711.062207	11944.05566
639	5710.791311	11943.89381
640	5708.630374	11936.89631
641	5707.799079	11927.26671
642	5705.996346	11925.86212
643	5704.875248	11921.92259
644	5702.676073	11917.39147
645	5702.425418	11917.04593
646	5698.460846	11910.61465
647	5695.927899	11900.96807
648	5693.299703	11896.33845
649	5693.022184	11896.04087
650	5691.477668	11893.023
651	5690.932797	11891.09926
652	5689.857142	11887.49806
653	5688.472749	11880.40744
654	5687.963236	11878.55126
655	5686.820693	11876.76522
656	5684.985147	11873.14673
657	5684.12589	11870.93204
658	5682.651889	11866.41731
659	5683.052023	11860.42739
660	5681.061095	11854.22764
661	5678.910126	11838.33225
662	5677.587825	11835.16283
663	5675.815672	11820.94691
664	5675.350121	11819.19206
665	5673.291388	11808.5176
666	5671.401531	11803.43314
667	5669.58777	11795.98035
668	5668.624639	11791.03246
669	5668.574427	11790.79502
670	5668.605067	11790.76192
671	5667.030133	11789.48453
672	5666.755286	11789.26623
673	5663.23626	11780.48412
674	5662.426169	11778.22392
675	5661.290587	11769.63597
676	5661.159026	11766.21927
677	5659.862422	11763.29303
678	5659.959481	11763.19348
679	5659.918364	11760.41403
680	5659.588454	11759.2744
681	5657.48634	11755.18764
682	5655.658227	11740.98646
683	5654.269409	11727.84187
684	5654.695805	11726.89254
685	5654.552366	11719.5036
686	5653.962992	11716.82395
687	5653.243099	11712.78895
688	5652.75737	11710.41344
689	5652.163683	11701.57476
690	5651.011563	11698.58801
691	5650.659553	11697.34309
692	5649.587181	11693.64929
693	5648.257607	11686.49474
694	5648.282899	11685.98298
695	5646.836262	11673.7673
696	5645.564286	11667.62559
697	5645.126339	11664.75709
698	5645.007796	11664.33793
699	5644.326766	11658.1669
700	5644.127638	11657.97391
701	5640.024583	11639.06331
702	5639.509027	11637.74695
703	5635.965581	11636.08886
704	5634.929449	11628.80052
705	5634.616501	11627.17557
706	5634.661564	11625.05358
707	5634.108173	11622.56746
708	5630.344219	11604.1432
709	5629.827939	11601.48707
710	5627.205595	11591.65344
711	5626.916538	11590.99419
712	5622.755202	11574.52744
713	5622.660628	11573.94156
714	5622.717154	11573.91551
715	5620.218834	11565.97254
716	5617.24332	11553.82143
717	5616.804789	11552.23633
718	5615.716054	11550.44623
719	5613.942964	11545.82678
720	5611.873393	11542.94491
721	5610.953853	11539.04713
722	5610.845014	11538.53054
723	5608.605972	11532.53632
724	5607.499467	11528.46061
725	5607.015787	11526.55186
726	5605.949241	11524.47351
727	5605.834188	11524.39556
728	5602.358664	11506.82325
729	5601.103983	11503.13682
730	5599.919872	11501.40548
731	5599.560628	11500.17212
732	5598.128397	11498.35882
733	5597.913767	11494.96497
734	5597.448022	11493.81409
735	5593.566449	11467.94473
736	5592.654298	11466.54787
737	5591.574648	11464.92606
738	5591.425355	11463.47238
739	5590.794185	11462.26502
740	5589.068809	11456.65691
741	5587.652412	11450.50055
742	5587.502184	11450.3146
743	5586.862475	11448.98324
744	5586.004404	11446.59884
745	5585.547917	11445.34972
746	5585.461034	11444.11123
747	5584.599417	11440.37743
748	5584.565985	11440.33798
749	5584.460598	11439.87656
750	5582.082063	11428.20412
751	5581.273199	11424.98176
752	5580.881075	11424.0195
753	5580.664815	11420.75526
754	5579.818384	11418.29749
755	5578.681602	11413.66499
756	5578.863038	11413.32525
757	5576.727997	11407.67558
758	5576.666726	11406.34661
759	5575.665544	11402.09454
760	5575.159099	11398.91949
761	5573.663447	11396.58439
762	5572.955807	11395.22902
763	5570.921385	11392.55818
764	5570.319505	11391.33555
765	5568.931748	11388.3598
766	5567.688315	11383.55618
767	5567.179721	11382.23741
768	5566.78672	11380.3026
769	5566.504094	11378.02971
770	5564.647417	11370.39383
771	5564.572588	11369.98569
772	5563.304448	11365.18883
773	5562.468238	11361.52465
774	5561.788788	11355.85471
775	5559.082697	11348.26856
776	5557.936023	11346.02719
777	5557.173971	11343.12722
778	5557.134692	11342.94677
779	5556.402027	11337.51451
780	5554.225341	11333.62082
781	5553.774276	11328.32778
782	5553.17881	11326.90807
783	5551.398828	11323.34597
784	5550.321372	11320.62215
785	5549.17299	11316.27292
786	5548.43622	11313.82738
787	5546.757974	11305.31107
788	5545.675536	11304.14585
789	5544.173707	11300.1717
790	5543.705181	11298.89568
791	5542.060715	11295.25987
792	5541.396768	11294.77463
793	5540.614294	11291.92866
794	5539.115732	11286.1749
795	5538.802719	11285.9613
796	5537.10433	11279.57507
797	5537.209213	11279.36033
798	5536.166269	11276.66548
799	5535.840024	11276.40315
800	5534.737094	11275.21326
801	5534.368906	11272.64442
802	5533.662261	11270.90813
803	5532.284394	11262.1644
804	5529.430913	11247.7839
805	5529.19857	11245.4758
806	5527.937482	11239.23353
807	5527.344745	11236.44935
808	5527.657491	11235.33144
809	5527.455444	11234.73207
810	5526.941356	11232.33947
811	5525.404165	11222.43604
812	5523.418097	11216.13053
813	5523.096268	11215.26181
814	5522.406709	11213.04093
815	5520.716601	11206.61761
816	5518.523009	11202.85875
817	5518.210594	11200.86412
818	5517.221303	11191.61051
819	5516.925439	11187.30424
820	5514.092391	11180.93842
821	5512.244876	11174.1254
822	5511.279359	11172.55113
823	5511.094003	11170.1833
824	5508.846767	11158.96455
825	5506.740383	11154.15501
826	5505.943236	11146.98337
827	5501.755642	11130.03629
828	5499.399287	11123.31483
829	5498.655733	11122.2244
830	5495.439336	11119.57644
831	5494.314715	11116.77815
832	5494.387342	11116.40155
833	5491.57068	11109.93671
834	5491.020942	11108.80877
835	5490.334903	11107.53605
836	5488.343266	11097.4588
837	5488.217493	11094.4277
838	5486.61397	11089.60284
839	5484.937914	11087.32458
840	5483.789048	11080.20103
841	5483.223924	11079.21194
842	5482.925823	11075.05715
843	5481.80421	11068.06003
844	5479.932078	11064.42424
845	5479.657752	11063.93289
846	5479.584031	11063.53567
847	5478.991522	11059.47959
848	5477.512968	11056.1008
849	5477.396316	11053.41453
850	5477.033041	11050.56499
851	5476.614567	11048.56552
852	5475.619296	11042.76816
853	5472.762159	11029.56448
854	5472.662864	11029.47485
855	5472.11355	11026.83223
856	5470.578537	11019.83529
857	5470.039546	11016.38192
858	5469.823217	11014.10487
859	5468.818634	11011.61612
860	5466.2926	11009.40499
861	5466.002646	11007.57614
862	5465.936582	11007.48397
863	5465.770922	11005.69724
864	5465.707649	11003.35243
865	5465.088509	11001.38301
866	5464.042274	10997.2779
867	5463.717014	10994.895
868	5462.180536	10990.63169
869	5461.848773	10988.42847
870	5459.970199	10986.58298
871	5458.283438	10981.42045
872	5457.025961	10979.48774
873	5456.403147	10978.17729
874	5455.728442	10977.39511
875	5454.30596	10973.49243
876	5453.382511	10972.3435
877	5453.392398	10971.7409
878	5451.850736	10962.80225
879	5450.045194	10954.3267
880	5447.486722	10951.65897
881	5447.263378	10950.87102
882	5447.552077	10949.84542
883	5445.454797	10945.29524
884	5444.720509	10942.55449
885	5443.717674	10941.32552
886	5442.579772	10938.70626
887	5441.840041	10937.44706
888	5441.303677	10935.85698
889	5440.971888	10935.26053
890	5440.390125	10930.8094
891	5439.751883	10929.78478
892	5438.838657	10928.01437
893	5437.401596	10925.34454
894	5435.863247	10921.63153
895	5434.778251	10920.05459
896	5432.526351	10919.2062
897	5431.263034	10918.67134
898	5430.999411	10917.71409
899	5430.605114	10916.85064
900	5430.08542	10912.93291
901	5429.917641	10912.26899
902	5428.454704	10908.51526
903	5427.443336	10899.7749
904	5425.933745	10895.25918
905	5425.138038	10890.69693
906	5424.788985	10889.34572
907	5424.08556	10888.81565
908	5423.633605	10885.04767
909	5422.950221	10884.51391
910	5422.348903	10878.48371
911	5421.764046	10875.95176
912	5421.482675	10872.69919
913	5419.542893	10868.9524
914	5419.300378	10868.42954
915	5417.313088	10861.95556
916	5417.161643	10861.25535
917	5417.421043	10860.55887
918	5416.753151	10857.99475
919	5415.91073	10853.53154
920	5414.583863	10851.69994
921	5413.160148	10846.78977
922	5411.320119	10836.30771
923	5409.683479	10831.33605
924	5408.869554	10823.14365
925	5408.33909	10820.36169
926	5407.525029	10812.82689
927	5406.460524	10810.96065
928	5405.272877	10805.87893
929	5404.961044	10803.24425
930	5403.813289	10800.68604
931	5402.277952	10796.32611
932	5401.31371	10795.11036
933	5398.576419	10787.16807
934	5397.697955	10786.31532
935	5393.130236	10767.16364
936	5391.944858	10764.51225
937	5391.480362	10762.69569
938	5390.896345	10760.21089
939	5390.007498	10754.82804
940	5389.706852	10752.89166
941	5389.473161	10749.10886
942	5387.824142	10742.0942
943	5386.868298	10735.11732
944	5386.074594	10730.81148
945	5383.978677	10727.48077
946	5383.061236	10723.87952
947	5381.643235	10715.55615
948	5381.607855	10714.19673
949	5380.751245	10711.48516
950	5379.931277	10709.01261
951	5379.608576	10705.58459
952	5377.782654	10701.5592
953	5377.105547	10700.61279
954	5376.45527	10698.68559
955	5376.018483	10698.07456
956	5375.589821	10696.94828
957	5374.200982	10689.91372
958	5373.82756	10689.56255
959	5372.214123	10684.0054
960	5371.662102	10681.5202
961	5371.517422	10681.10528
962	5370.984712	10677.21897
963	5370.318601	10675.90209
964	5369.35078	10671.0081
965	5369.113589	10670.73315
966	5368.676553	10667.23386
967	5367.906329	10662.06064
968	5366.708427	10656.30382
969	5366.063767	10654.79665
970	5364.647166	10653.4094
971	5364.169568	10652.12054
972	5363.784363	10648.85759
973	5362.220402	10640.71988
974	5362.307915	10640.19368
975	5361.405974	10638.21195
976	5360.395144	10636.81817
977	5359.933143	10635.65181
978	5359.558276	10634.78998
979	5358.624311	10629.13953
980	5358.386145	10628.8681
981	5355.705566	10627.71464
982	5354.584833	10623.95855
983	5354.588445	10619.34821
984	5354.082491	10616.06447
985	5352.775296	10611.12744
986	5352.29114	10610.64922
987	5350.478775	10606.48754
988	5349.988182	10603.00405
989	5349.701715	10602.43865
990	5349.509497	10602.07859
991	5348.832609	10598.39233
992	5346.620061	10591.51811
993	5345.975403	10590.11915
994	5345.776279	10587.97103
995	5345.3174	10585.53548
996	5343.766142	10583.98492
997	5343.547956	10579.66825
998	5341.650555	10574.33557
