,size_sq_ft,propertyType,bedrooms,latitude,longitude,localityName,suburbName,cityName,price,companyName,closest_mtero_station_km
0,400,Independent Floor,1,28.64101028,77.28438568,Swasthya Vihar,Delhi East,Delhi,9000,Dream Homez,0.5774954877337471
1,1050,Apartment,2,28.594968800000004,77.29866791,mayur vihar phase 1,Delhi East,Delhi,20000,Rupak Properties Stock,0.4171422829515301
2,2250,Independent Floor,2,28.64180565,77.29392242,Swasthya Vihar,Delhi East,Delhi,28000,Aashiyana Real Estate,0.12513604337942222
3,1350,Independent Floor,2,28.644363399999996,77.29322815,Krishna Nagar,Delhi East,Delhi,28000,Shivam Real Estate,0.3717094233466808
4,450,Apartment,2,28.594736100000002,77.3111496,New Ashok Nagar,Delhi East,Delhi,12500,Shree Properties,1.0877595201452737
5,600,Independent House,2,28.59246445,77.30516052,New Ashok Nagar,Delhi East,Delhi,10000,Golden Properties,0.523298135471761
6,600,Independent Floor,2,28.59350014,77.30554962,New Ashok Nagar,Delhi East,Delhi,12000,Welcome Properties,0.6367520849371796
7,900,Independent Floor,2,28.60354614,77.29105377,mayur vihar phase 1,Delhi East,Delhi,15500,Akash Properties,0.21467791922184382
8,680,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,13000,Shivam Properties,0.07432568396122434
9,360,Independent Floor,1,28.59085655,77.30525208,New Ashok Nagar,Delhi East,Delhi,8500,Anand Properties,0.4129972353407347
10,700,Independent Floor,2,28.65325928,77.3010788,Anand Vihar,Delhi East,Delhi,11000,Tanya Associates,0.5241955668161172
11,1000,Independent House,2,28.63734245,77.2937088,Preet Vihar,Delhi East,Delhi,14000,BK Associates,0.4672773739167697
12,1080,Independent Floor,3,28.70030022,77.27118683,Shahdara,Delhi East,Delhi,15000,Hans Properties,1.229942032271067
13,3000,Independent Floor,3,28.67783928,77.27918243,Shahdara,Delhi East,Delhi,100000,Aaditya properties,0.6531285095215487
14,450,Independent House,1,28.60077286,77.29862213,mayur vihar phase 1,Delhi East,Delhi,9500,Prince Associates,0.5597619893085555
15,500,Independent House,1,28.62866592,77.28993988,Mandawali,Delhi East,Delhi,15000,JV Associates,1.0059405625556184
16,1000,Independent Floor,2,28.64483261,77.28631592,Krishna Nagar,Delhi East,Delhi,16000,Arora Properties,0.8313107273875013
17,390,Independent House,1,28.59199524,77.30540466,New Ashok Nagar,Delhi East,Delhi,8500,Aradhya Properties,0.5022209713647976
18,1200,Independent Floor,1,28.60893822,77.29997253,mayur vihar phase 1,Delhi East,Delhi,6500,Room Soom,0.3650668546879474
19,800,Independent House,2,28.62464523,77.29869843,Mandawali,Delhi East,Delhi,22000,Nestaway Technologies Pvt Ltd,0.559762639285332
20,1700,Apartment,3,28.61636162,77.29469299,Mayur Vihar II,Delhi East,Delhi,31000,Guru Ji Associates,1.1125070559387191
21,900,Independent Floor,2,28.64962387,77.28536987,Krishna Nagar,Delhi East,Delhi,25000,Delli Property,1.1090071166668438
22,900,Independent Floor,2,28.70093918,77.27210236,Shahdara,Delhi East,Delhi,16000,CK Home Solutions,1.2270524634501128
23,600,Independent House,2,28.59277916,77.30582428,New Ashok Nagar,Delhi East,Delhi,10000,Golden Properties,0.5927038519384734
24,1150,Independent Floor,1,28.64489555,77.29406738,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate,0.39437697610686684
25,600,Independent Floor,2,28.59338951,77.30564117,New Ashok Nagar,Delhi East,Delhi,12000,Welcome Properties,0.6324197292875421
26,1800,Independent Floor,2,28.64218521,77.28700256,Swasthya Vihar,Delhi East,Delhi,32000,Aashiyana Real Estate,0.5322105194913292
27,430,Apartment,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,15500,Shivam Properties,0.07432568396122434
28,350,Independent Floor,1,28.60773659,77.28911591,mayur vihar phase 1,Delhi East,Delhi,6000,Akash Properties,0.3324253160127491
29,1000,Independent Floor,3,28.64699745,77.29216003,Krishna Nagar,Delhi East,Delhi,14000,BK Associates,0.678887667356849
30,300,Independent Floor,1,28.59229279,77.30554962,New Ashok Nagar,Delhi East,Delhi,6500,Shree Properties,0.5353413575261438
31,1200,Apartment,2,28.61462402,77.31215668,Mayur Vihar II,Delhi East,Delhi,32000,Rupak Properties Stock,0.39560647377232616
32,270,Independent Floor,1,28.59300041,77.3061676,New Ashok Nagar,Delhi East,Delhi,5200,Anand Properties,0.6336308141604147
33,450,Independent Floor,1,28.61180305,77.28953552,mayur vihar phase 1,Delhi East,Delhi,12350,Prince Associates,0.7827237971025872
34,1200,Independent Floor,3,28.64507866,77.29383087,Krishna Nagar,Delhi East,Delhi,28000,Arora Properties,0.4204412288993334
35,900,Independent Floor,3,28.64223671,77.28492737,Swasthya Vihar,Delhi East,Delhi,15000,Dream Homez,0.6381800465176604
36,1800,Independent Floor,2,28.630399699999998,77.28824615,Preet Vihar,Delhi East,Delhi,40000,Shivam Real Estate,0.8119874260219068
37,500,Independent Floor,1,28.64478874,77.29419708,Krishna Nagar,Delhi East,Delhi,15000,Aashiyana Real Estate,0.3796945843630725
38,1000,Apartment,2,28.595540999999997,77.29873657,Mayur Vihar,Delhi East,Delhi,20000,Rupak Properties Stock,0.44091561782569233
39,320,Apartment,1,28.60957527,77.29814911,Mayur Vihar,Delhi East,Delhi,9500,Shivam Properties,0.42028318476393944
40,650,Apartment,2,28.59089279,77.30477142,New Ashok Nagar,Delhi East,Delhi,15000,Golden Properties,0.37624959766750404
41,1300,Independent Floor,2,28.63890648,77.29301453,Preet Vihar,Delhi East,Delhi,30000,BK Associates,0.35182255820875263
42,650,Independent House,2,28.59737015,77.30036926,Trilokpuri,Delhi East,Delhi,12300,Prince Associates,0.6737564973658646
43,500,Independent Floor,1,28.59358978,77.30573273,New Ashok Nagar,Delhi East,Delhi,8000,Welcome Properties,0.6554646810569862
44,500,Apartment,1,28.60833931,77.29308319,Mayur Vihar,Delhi East,Delhi,17500,Akash Properties,0.5419934057027894
45,1000,Independent Floor,2,28.64037704,77.2943573,Preet Vihar,Delhi East,Delhi,12000,Arora Properties,0.14306412984172429
46,360,Independent Floor,1,28.59336472,77.30607605,New Ashok Nagar,Delhi East,Delhi,8000,Anand Properties,0.6573498722522524
47,500,Independent Floor,1,28.59229279,77.30554962,New Ashok Nagar,Delhi East,Delhi,12000,Shree Properties,0.5353413575261438
48,550,Apartment,1,28.64195633,77.28265381,Swasthya Vihar,Delhi East,Delhi,14000,Dream Homez,0.775332473159703
49,1650,Independent Floor,3,28.64167976,77.28575897,Swasthya Vihar,Delhi East,Delhi,33500,Shivam Real Estate,0.5401026553245393
50,2350,Independent Floor,3,28.63573074,77.28736877,Preet Vihar,Delhi East,Delhi,35000,Aashiyana Real Estate,0.2672967346131075
51,650,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,13000,Shivam Properties,0.07432568396122434
52,1300,Apartment,3,28.59948349,77.29869079999999,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock,0.7025277247903471
53,450,Independent Floor,1,28.60758591,77.28859711,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties,0.32308532335106666
54,500,Independent House,1,28.63943291,77.29412842,Preet Vihar,Delhi East,Delhi,10000,BK Associates,0.24619682595133768
55,550,Independent House,1,28.59600639,77.30013275,Trilokpuri,Delhi East,Delhi,11500,Prince Associates,0.5868843007815738
56,300,Independent Floor,1,28.59108162,77.30537415,New Ashok Nagar,Delhi East,Delhi,5500,Golden Properties,0.4365624210581435
57,700,Apartment,2,28.58986664,77.30442047,New Ashok Nagar,Delhi East,Delhi,14000,Welcome Properties,0.2903594305062799
58,400,Independent Floor,1,28.63736534,77.29382324,Preet Vihar,Delhi East,Delhi,7500,Arora Properties,0.4724396476542201
59,360,Independent Floor,1,28.59257507,77.30594635,New Ashok Nagar,Delhi East,Delhi,8500,Anand Properties,0.5849447951062992
60,300,Independent Floor,1,28.59226227,77.30557251,New Ashok Nagar,Delhi East,Delhi,6500,Shree Properties,0.5345612494907493
61,530,Independent Floor,2,28.64303207,77.2833252,Swasthya Vihar,Delhi East,Delhi,12000,Dream Homez,0.8070682289247273
62,1550,Independent Floor,2,28.6440506,77.30538177,Anand Vihar,Delhi East,Delhi,35500,Shivam Real Estate,0.5130007588647564
63,1400,Independent Floor,3,28.64176178,77.28402709999999,Swasthya Vihar,Delhi East,Delhi,20000,Aashiyana Real Estate,0.658826019954502
64,1200,Apartment,2,28.59403992,77.29586792,mayur vihar phase 1,Delhi East,Delhi,27000,Rupak Properties Stock,0.1355157660111399
65,1000,Apartment,3,28.61170387,77.29042053,mayur vihar phase 1,Delhi East,Delhi,22000,Prince Associates,0.7788334036079302
66,550,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10300,Shivam Properties,0.07432568396122434
67,350,Independent Floor,1,28.64583778,77.29335785,Krishna Nagar,Delhi East,Delhi,6500,Arora Properties,0.5150013609813784
68,450,Independent Floor,1,28.6068325,77.28911591,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties,0.23250501029759238
69,1000,Independent Floor,1,28.638755800000002,77.29309845,Preet Vihar,Delhi East,Delhi,15000,BK Associates,0.3608112070633767
70,640,Apartment,2,28.58876419,77.30687714,New Ashok Nagar,Delhi East,Delhi,10000,Welcome Properties,0.509885991726346
71,300,Apartment,1,28.59415627,77.30693054,New Ashok Nagar,Delhi East,Delhi,6000,Golden Properties,0.7784144983944702
72,550,Independent Floor,2,28.59229279,77.30587769,New Ashok Nagar,Delhi East,Delhi,10500,Anand Properties,0.5585689958667921
73,320,Independent Floor,1,28.59156799,77.30548859,New Ashok Nagar,Delhi East,Delhi,6700,Shree Properties,0.47742665839661175
74,900,Independent Floor,3,28.64237404,77.28275299,Swasthya Vihar,Delhi East,Delhi,16000,Dream Homez,0.7969438731223459
75,2000,Independent Floor,2,28.64569092,77.28787231,Krishna Nagar,Delhi East,Delhi,43000,Shivam Real Estate,0.8512252167798607
76,2250,Independent Floor,3,28.64125061,77.2865448,Swasthya Vihar,Delhi East,Delhi,45000,Shivam Real Estate,0.4582786530922679
77,1620,Independent Floor,2,28.63647652,77.29564667,Preet Vihar,Delhi East,Delhi,26000,Shivam Real Estate,0.5551717580648259
78,1750,Independent Floor,2,28.64757156,77.31343842,Anand Vihar,Delhi East,Delhi,45000,Shivam Real Estate,0.26073771373048077
79,1800,Independent Floor,3,28.65218163,77.30838776,Anand Vihar,Delhi East,Delhi,45000,Aashiyana Real Estate,0.5323582369672486
80,1000,Apartment,2,28.59837151,77.29335785,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock,0.47581746913422357
81,700,Apartment,1,28.59680557,77.29479218,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock,0.290573053106038
82,1000,Apartment,2,28.60002327,77.2925415,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock,0.6102525282058203
83,1800,Independent Floor,3,28.63601685,77.28659058,Preet Vihar,Delhi East,Delhi,35000,Aashiyana Real Estate,0.29645366122063094
84,1350,Apartment,3,28.60628319,77.29174042,mayur vihar phase 1,Delhi East,Delhi,38000,Rupak Properties Stock,0.29122242710957424
85,1000,Apartment,2,28.59800911,77.29685211,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock,0.4813562655562675
86,1400,Apartment,3,28.59715271,77.29706573,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.4130230084099054
87,1000,Apartment,2,28.59989357,77.29775238,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.6644372837683321
88,1150,Independent Floor,2,28.64490318,77.29412842,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate,0.39364594138388415
89,1500,Independent Floor,1,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,35000,Shivam Real Estate,0.5756306848746557
90,1200,Apartment,2,28.59468079,77.2959137,mayur vihar phase 1,Delhi East,Delhi,32000,Rupak Properties Stock,0.14886207204538865
91,1350,Independent Floor,2,28.63912773,77.29819489,Preet Vihar,Delhi East,Delhi,22000,Shivam Real Estate,0.39522051772335587
92,1750,Independent Floor,2,28.65532875,77.30986786,Anand Vihar,Delhi East,Delhi,40000,Shivam Real Estate,0.8965759989044277
93,1000,Apartment,2,28.59902763,77.29837799,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.6564745530406736
94,1200,Apartment,2,28.59412956,77.29586792,mayur vihar phase 1,Delhi East,Delhi,28000,Rupak Properties Stock,0.13460051411690155
95,1000,Apartment,2,28.59988213,77.29227448,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.6109680056248113
96,1000,Apartment,2,28.59838104,77.29344177,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock,0.47499850851323067
97,700,Independent Floor,2,28.64166451,77.28340912,Swasthya Vihar,Delhi East,Delhi,12000,Aashiyana Real Estate,0.6973128015266749
98,2250,Independent Floor,2,28.63500977,77.29270935,Preet Vihar,Delhi East,Delhi,28000,Aashiyana Real Estate,0.4735292868482831
99,1400,Apartment,3,28.59947395,77.2959137,mayur vihar phase 1,Delhi East,Delhi,32000,Rupak Properties Stock,0.6011004849872648
100,350,Apartment,1,28.64241219,77.28323364,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez,0.7647248534881635
101,450,Apartment,1,28.64287949,77.28345490000001,Swasthya Vihar,Delhi East,Delhi,8500,Dream Homez,0.7860526607462806
102,360,Independent Floor,1,28.64101219,77.28496552,Swasthya Vihar,Delhi East,Delhi,10000,Dream Homez,0.5350713994345749
103,450,Independent Floor,1,28.64173126,77.28400421,Swasthya Vihar,Delhi East,Delhi,9000,Dream Homez,0.6581611137974464
104,200,Apartment,1,28.6409359,77.2842865,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez,0.5798828909248894
105,400,Apartment,1,28.64195251,77.28270721,Swasthya Vihar,Delhi East,Delhi,10000,Dream Homez,0.7709365295523536
106,350,Independent Floor,1,28.64115334,77.28474426,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez,0.5615538671609328
107,250,Independent Floor,1,28.64305115,77.28335571,Swasthya Vihar,Delhi East,Delhi,5500,Dream Homez,0.8065930338098803
108,900,Independent Floor,3,28.64155388,77.28427124,Swasthya Vihar,Delhi East,Delhi,20000,Dream Homez,0.6256533539104217
109,650,Independent Floor,2,28.64147377,77.28419495,Swasthya Vihar,Delhi East,Delhi,13500,Dream Homez,0.6251500228030328
110,450,Independent Floor,1,28.64120102,77.28411102,Swasthya Vihar,Delhi East,Delhi,9000,Dream Homez,0.6116647916322863
111,1400,Independent Floor,3,28.64203453,77.28386688,Swasthya Vihar,Delhi East,Delhi,20000,Aashiyana Real Estate,0.6910121819123034
112,1250,Apartment,4,28.63595581,77.29275513,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate,0.4195381985742491
113,250,Apartment,1,28.59925461,77.29909515,mayur vihar phase 1,Delhi East,Delhi,15000,Rupak Properties Stock,0.7188522911430909
114,1200,Apartment,3,28.59866905,77.29876709,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock,0.6483465430816483
115,1000,Apartment,2,28.59931374,77.29899597,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock,0.7179832517949416
116,1300,Apartment,3,28.59933281,77.29308319,mayur vihar phase 1,Delhi East,Delhi,35000,Rupak Properties Stock,0.5856868754442349
117,1000,Apartment,3,28.59946823,77.29264069,mayur vihar phase 1,Delhi East,Delhi,28000,Rupak Properties Stock,0.611685584576356
118,1200,Apartment,2,28.59812737,77.29343414,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.4477660985117923
119,1000,Apartment,2,28.59805679,77.29380035,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.4331245430501805
120,1900,Villa,4,28.63539124,77.28744507,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate,0.29502674129551004
121,1250,Independent Floor,2,28.64523315,77.29449463,Krishna Nagar,Delhi East,Delhi,27000,Shivam Real Estate,0.4222979476677133
122,1550,Independent Floor,2,28.64571571,77.28836823,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate,0.8127611904950357
123,750,Apartment,1,28.59762573,77.29660034,mayur vihar phase 1,Delhi East,Delhi,17000,Rupak Properties Stock,0.4322636117058308
124,1000,Apartment,2,28.59771538,77.29656219,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.4392926709049149
125,1400,Apartment,3,28.59872246,77.29833221,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.6265031123106571
126,1750,Independent Floor,3,28.64417648,77.28766632,Krishna Nagar,Delhi East,Delhi,29600,Shivam Real Estate,0.728627485163696
127,1250,Independent Floor,1,28.64436722,77.2935257,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate,0.3583199547700046
128,1950,Independent Floor,3,28.642519,77.29434967,Swasthya Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate,0.14012953340494644
129,1800,Independent Floor,3,28.63643837,77.29277039,Preet Vihar,Delhi East,Delhi,30000,Aashiyana Real Estate,0.39913448765135756
130,1850,Independent Floor,3,28.63638878,77.29278564,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate,0.40248315501939397
131,2350,Independent Floor,3,28.63534164,77.29321289,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate,0.4922377593430676
132,1150,Independent Floor,1,28.64403152,77.29439545,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate,0.29357999191364953
133,1600,Independent Floor,3,28.64149284,77.28599548,Swasthya Vihar,Delhi East,Delhi,33300,Shivam Real Estate,0.5098858716132982
134,1750,Independent Floor,2,28.64464951,77.29468536,Krishna Nagar,Delhi East,Delhi,35000,Shivam Real Estate,0.35565392112842636
135,2450,Independent Floor,2,28.64246559,77.29020691,Swasthya Vihar,Delhi East,Delhi,43600,Shivam Real Estate,0.495167323869316
136,1850,Independent Floor,2,28.64439583,77.29427338,Krishna Nagar,Delhi East,Delhi,32000,Shivam Real Estate,0.3356598288512442
137,1050,Apartment,2,28.59892273,77.2930603,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock,0.5421983373330225
138,1050,Apartment,2,28.59943771,77.2987442,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.7075683805266905
139,1200,Apartment,3,28.59797096,77.29685974,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.4780103476215002
140,1100,Apartment,2,28.59723091,77.29692078,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock,0.4115931844060185
141,1450,Apartment,3,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,50000,Rupak Properties Stock,0.614345557879967
142,800,Apartment,2,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,24500,Rupak Properties Stock,0.614345557879967
143,1450,Apartment,3,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.614345557879967
144,1050,Apartment,2,28.59892273,77.2930603,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock,0.5421983373330225
145,2250,Independent Floor,3,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,50000,Shivam Real Estate,0.5756306848746557
146,650,Independent Floor,1,28.64270401,77.2942276,Swasthya Vihar,Delhi East,Delhi,17000,Shivam Real Estate,0.1638188665769924
147,1000,Independent Floor,1,28.64459991,77.28857422,Krishna Nagar,Delhi East,Delhi,18000,Shivam Real Estate,0.7301457330932987
148,1350,Independent Floor,2,28.64150047,77.2893219,Swasthya Vihar,Delhi East,Delhi,25000,Shivam Real Estate,0.4227974873495926
149,1800,Independent Floor,2,28.64186478,77.29563141,Swasthya Vihar,Delhi East,Delhi,26500,Shivam Real Estate,0.06506714396244742
150,900,Independent Floor,1,28.64124489,77.29432678,Swasthya Vihar,Delhi East,Delhi,16000,Shivam Real Estate,0.08348228760943777
151,2350,Independent Floor,2,28.64461327,77.29383087,Krishna Nagar,Delhi East,Delhi,28500,Shivam Real Estate,0.37165533173026455
152,1250,Independent Floor,1,28.646282199999998,77.29104614,Krishna Nagar,Delhi East,Delhi,29300,Shivam Real Estate,0.6673557340918636
153,1750,Independent House,3,28.6338768,77.28833008,Preet Vihar,Delhi East,Delhi,45000,Shivam Real Estate,0.4279965705992839
154,1800,Independent Floor,3,28.63663292,77.29562378,Preet Vihar,Delhi East,Delhi,40000,Shivam Real Estate,0.537708221886133
155,2250,Independent Floor,2,28.63721657,77.29593658,Preet Vihar,Delhi East,Delhi,60000,Shivam Real Estate,0.47731262028960664
156,1550,Independent Floor,2,28.641326899999996,77.29856109999999,Preet Vihar,Delhi East,Delhi,35000,Shivam Real Estate,0.3345543417801961
157,1350,Independent Floor,2,28.63978195,77.29998016,Preet Vihar,Delhi East,Delhi,30000,Shivam Real Estate,0.5084446965088532
158,1800,Independent Floor,2,28.63466835,77.28869629,Preet Vihar,Delhi East,Delhi,39500,Shivam Real Estate,0.3368901893426197
159,1400,Independent Floor,3,28.64502525,77.29460907,Krishna Nagar,Delhi East,Delhi,32000,Aashiyana Real Estate,0.3979105444488355
160,350,Independent Floor,1,28.64043045,77.29003906,Swasthya Vihar,Delhi East,Delhi,9500,Shivam Real Estate,0.3209007492366815
161,600,Independent Floor,1,28.63619423,77.28777313,Preet Vihar,Delhi East,Delhi,13000,Shivam Real Estate,0.20254461372412177
162,550,Independent Floor,1,28.63826561,77.29801941,Preet Vihar,Delhi East,Delhi,11000,Shivam Real Estate,0.45266681706135226
163,1800,Independent Floor,2,28.6385994,77.28852081,Swasthya Vihar,Delhi East,Delhi,30000,Shivam Real Estate,0.10804011452882797
164,1150,Independent Floor,3,28.64490318,77.29412842,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate,0.39364594138388415
165,1500,Independent Floor,3,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,35000,Shivam Real Estate,0.5756306848746557
166,850,Independent Floor,1,28.64247131,77.28672028,Swasthya Vihar,Delhi East,Delhi,18000,Shivam Real Estate,0.5718685941385778
167,1750,Independent Floor,3,28.64494324,77.29460907,Krishna Nagar,Delhi East,Delhi,35500,Shivam Real Estate,0.3889017720670267
168,1950,Independent Floor,3,28.63482094,77.28792572,Preet Vihar,Delhi East,Delhi,35000,Aashiyana Real Estate,0.33434623230668037
169,500,Independent Floor,1,28.59181976,77.30583954,New Ashok Nagar,Delhi East,Delhi,11000,Shree Properties,0.521663525024121
170,400,Independent Floor,1,28.59229279,77.30554962,New Ashok Nagar,Delhi East,Delhi,9000,Shree Properties,0.5353413575261438
171,850,Independent Floor,1,28.64247131,77.28664398,Swasthya Vihar,Delhi East,Delhi,18500,Shivam Real Estate,0.5747501710053962
172,1200,Independent Floor,1,28.63851738,77.29853058,Preet Vihar,Delhi East,Delhi,19500,Shivam Real Estate,0.4652969845250163
173,1650,Independent Floor,2,28.63295555,77.28897858,Preet Vihar,Delhi East,Delhi,25000,Shivam Real Estate,0.525835379076102
174,1800,Independent Floor,3,28.64186478,77.29563141,Swasthya Vihar,Delhi East,Delhi,42500,Shivam Real Estate,0.06506714396244742
175,1750,Independent Floor,3,28.634292600000002,77.28852081,Preet Vihar,Delhi East,Delhi,40000,Shivam Real Estate,0.37993367394289174
176,1250,Independent Floor,1,28.64447021,77.29310608,Krishna Nagar,Delhi East,Delhi,29300,Shivam Real Estate,0.38797162586026634
177,1550,Independent Floor,3,28.64233017,77.28656006,Swasthya Vihar,Delhi East,Delhi,33000,Shivam Real Estate,0.5637388150149735
178,1750,Independent Floor,3,28.64459038,77.28879547,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate,0.7106773061834407
179,900,Independent Floor,3,28.59205246,77.30554199,New Ashok Nagar,Delhi East,Delhi,16000,Shree Properties,0.5163691917368327
180,650,Independent Floor,2,28.64158058,77.28460693,Swasthya Vihar,Delhi East,Delhi,22000,Shivam Real Estate,0.6041897873099173
181,750,Independent Floor,2,28.64155388,77.28413391,Swasthya Vihar,Delhi East,Delhi,18000,Shivam Real Estate,0.635531049304024
182,600,Independent Floor,1,28.58843422,77.30637359999999,New Ashok Nagar,Delhi East,Delhi,8000,Welcome Properties,0.46319124005238244
183,210,Apartment,1,28.59172249,77.30525208,New Ashok Nagar,Delhi East,Delhi,5000,Welcome Properties,0.4707800608388366
184,450,Independent Floor,1,28.59239388,77.30564117,New Ashok Nagar,Delhi East,Delhi,8000,Welcome Properties,0.5495928492962271
185,450,Independent Floor,1,28.60912323,77.28830719,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties,0.4956182728391164
186,750,Apartment,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,22000,Shivam Properties,0.07432568396122434
187,450,Apartment,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,15000,Shivam Properties,0.07432568396122434
188,450,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10500,Shivam Properties,0.07432568396122434
189,450,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties,0.07432568396122434
190,600,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,12000,Shivam Properties,0.07432568396122434
191,400,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9000,Shivam Properties,0.07432568396122434
192,600,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9000,Shivam Properties,0.07432568396122434
193,600,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties,0.07432568396122434
194,800,Apartment,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,22000,Shivam Properties,0.07432568396122434
195,650,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,12000,Shivam Properties,0.07432568396122434
196,350,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,6500,Shivam Properties,0.07432568396122434
197,400,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,8500,Shivam Properties,0.07432568396122434
198,350,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,5500,Shivam Properties,0.07432568396122434
199,500,Apartment,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,15000,Shivam Properties,0.07432568396122434
200,1000,Independent Floor,3,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,19500,Shivam Properties,0.07432568396122434
201,650,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,13500,Shivam Properties,0.07432568396122434
202,650,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties,0.07432568396122434
203,1000,Independent Floor,3,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,20000,Shivam Properties,0.07432568396122434
204,550,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10500,Shivam Properties,0.07432568396122434
205,700,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,17000,Shivam Properties,0.07432568396122434
206,500,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,11000,Shivam Properties,0.07432568396122434
207,450,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9500,Shivam Properties,0.07432568396122434
