,size_sq_ft,propertyType,bedrooms,latitude,longitude,localityName,suburbName,cityName,price,companyName,closest_mtero_station_km,AP_dist_km,Aiims_dist_km,NDRLW_dist_km
6575,1350,Independent Floor,3,28.69552231,77.15457916,Pitampura,North Delhi,Delhi,27000,Vijay Estate,0.21193610818974865,17.018630550473098,15.179725589778593,8.795207989121451
6576,500,Independent Floor,1,28.69897079,77.13872528,Pitampura,North Delhi,Delhi,16000,Vijay Estate,0.2323448662386328,16.81964080776925,16.124785245965022,10.222168115116936
6577,1300,Apartment,3,28.70303726,77.13249207,Pitampura,North Delhi,Delhi,30000,Vijay Estate,0.015659195927034013,17.071139270829526,16.793241482409247,10.979502065005734
6578,1400,Independent Floor,3,28.70053864,77.15029144,Pitampura,North Delhi,Delhi,32000,Vijay Estate,0.5571308784827617,17.369921868627028,15.846997193527873,9.480962012267405
6579,1700,Independent Floor,3,28.705488199999998,77.14337158,Pitampura,North Delhi,Delhi,33000,Vijay Estate,0.8657228352020407,17.64927977126863,16.60569636018762,10.349339968689764
6580,1600,Independent Floor,3,28.70053864,77.15029144,Pitampura,North Delhi,Delhi,30000,Vijay Estate,0.5571308784827617,17.369921868627028,15.846997193527873,9.480962012267405
6581,1350,Independent Floor,3,28.69897079,77.13872528,Pitampura,North Delhi,Delhi,36000,Vijay Estate,0.2323448662386328,16.81964080776925,16.124785245965022,10.222168115116936
6582,1700,Apartment,3,28.69604683,77.15263367,Pitampura,North Delhi,Delhi,55000,Vijay Estate,0.025295931282546,16.996593897542287,15.300379456271758,8.974782939955174
6583,1200,Apartment,3,28.70303726,77.13249207,Pitampura,North Delhi,Delhi,35000,Vijay Estate,0.015659195927034013,17.071139270829526,16.793241482409247,10.979502065005734
6584,600,Apartment,1,28.70498848,77.14609528,Pitampura,North Delhi,Delhi,16000,Vijay Estate,0.9292161477545564,17.685582258349665,16.454959927459868,10.118078427679047
6585,700,Apartment,2,28.70053864,77.15029144,Pitampura,North Delhi,Delhi,21000,Vijay Estate,0.5571308784827617,17.369921868627028,15.846997193527873,9.480962012267405
6586,450,Independent Floor,1,28.71038628,77.20762634,Dr Mukherji Nagar,North Delhi,Delhi,13500,Yohousein,1.3512898246421745,21.012071168738576,15.90698021184667,7.719033807447227
6587,500,Independent Floor,1,28.71038628,77.20762634,Dr Mukherji Nagar,North Delhi,Delhi,9000,Yohousein,1.3512898246421745,21.012071168738576,15.90698021184667,7.719033807447227
6588,750,Independent Floor,2,28.70890236,77.20135498,Dr Mukherji Nagar,North Delhi,Delhi,18000,Yohousein,0.9946546943820984,20.530438549749988,15.75513672450183,7.684327121748584
6589,300,Independent Floor,1,28.69145393,77.20243073,Vijay Nagar,North Delhi,Delhi,12000,Yohousein,0.8719833163770787,19.01729638409996,13.818681466252649,5.796207436433598
6590,300,Independent Floor,1,28.70974541,77.20738983,Dr Mukherji Nagar,North Delhi,Delhi,8000,Yohousein,1.2794587642077144,20.940618271871,15.835994502756908,7.6528910756865285
6591,820,Independent Floor,2,28.71038628,77.20762634,Dr Mukherji Nagar,North Delhi,Delhi,18000,Yohousein,1.3512898246421745,21.012071168738576,15.90698021184667,7.719033807447227
6592,500,Independent Floor,1,28.70937157,77.2048645,Dr Mukherji Nagar,North Delhi,Delhi,12000,Yohousein,1.2551395048511356,20.765946858358273,15.79712724164134,7.658112363241234
6593,500,Independent Floor,1,28.70890236,77.20135498,Dr Mukherji Nagar,North Delhi,Delhi,17000,Yohousein,0.9946546943820984,20.530438549749988,15.75513672450183,7.684327121748584
6594,720,Independent Floor,2,28.71397209,77.20626831,Dr Mukherji Nagar,North Delhi,Delhi,16000,Yohousein,1.7306738315070158,21.264577862504204,16.30508254646513,8.133199394704167
6595,700,Independent Floor,2,28.70937157,77.2048645,Dr Mukherji Nagar,North Delhi,Delhi,17000,Yohousein,1.2551395048511356,20.765946858358273,15.79712724164134,7.658112363241234
6596,600,Independent Floor,2,28.71443558,77.20557404,Dr Mukherji Nagar,North Delhi,Delhi,14000,Yohousein,1.7219282417840291,21.269366806701,16.357214173525573,8.195762708648278
6597,540,Independent Floor,2,28.71308136,77.20875549,Dr Mukherji Nagar,North Delhi,Delhi,13000,Yohousein,1.657438764544346,21.320280926132487,16.205935029709533,7.9969054421009735
6598,720,Independent Floor,1,28.69369888,77.20452118,Vijay Nagar,North Delhi,Delhi,24000,Yohousein,0.5556333838022077,19.339018185112067,14.061160222031761,5.9761011956128876
6599,500,Independent Floor,1,28.71022415,77.20441437,Model Town,North Delhi,Delhi,15000,Yohousein,1.3171934016535212,20.819107388190805,15.89246134023218,7.759582501302829
6600,250,Independent Floor,1,28.688772200000002,77.20063019,Vijay Nagar,North Delhi,Delhi,17000,Yohousein,1.2173814846296858,18.674274653283355,13.529671500439092,5.573705154067338
6601,350,Independent House,1,28.710702899999998,77.20806885,Dr Mukherji Nagar,North Delhi,Delhi,11000,Nestaway,1.388894602583593,21.065603309376762,15.942082593888252,7.746632263161902
6602,1800,Independent Floor,2,28.68611908,77.13900757,Pitampura,North Delhi,Delhi,28000,Vijay Puri Properties Pvt Ltd,0.9542041572216059,15.483467394567823,14.831063305638606,9.381153433822934
6603,900,Apartment,2,28.70020294,77.13739014,Pitampura,North Delhi,Delhi,25000,Vijay Puri Properties Pvt Ltd,0.4155900236375979,16.909070285084148,16.303573146418632,10.409256532268037
6604,500,Independent House,1,28.71300888,77.21398926,Dr Mukherji Nagar,North Delhi,Delhi,14000,Nestaway,1.7766746149285586,21.609089725530087,16.208915285114365,7.930367040606637
6605,2250,Independent Floor,3,28.69659042,77.12552643,Pitampura,North Delhi,Delhi,55000,Vijay Puri Properties Pvt Ltd,0.9896737126337908,16.203934370580445,16.475899402443414,11.1155194499005
6606,1400,Independent Floor,3,28.70053864,77.15029144,Pitampura,North Delhi,Delhi,36000,Vijay Estate,0.5571308784827617,17.369921868627028,15.846997193527873,9.480962012267405
6607,1350,Independent Floor,2,28.70053864,77.15029144,Pitampura,North Delhi,Delhi,29000,Vijay Estate,0.5571308784827617,17.369921868627028,15.846997193527873,9.480962012267405
6608,2700,Independent Floor,4,28.695364,77.15354919,Pitampura,North Delhi,Delhi,75000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6609,1382,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,42000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6610,2700,Independent Floor,4,28.6897831,77.12452698,Pitampura,North Delhi,Delhi,65000,Vijay Puri Properties Pvt Ltd,1.5647535206563583,15.448967881350338,15.87185074535935,10.806358168556788
6611,850,Apartment,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,13500,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6612,3000,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,90000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6613,1000,Independent Floor,2,28.695364,77.15354919,Pitampura,North Delhi,Delhi,20000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6614,600,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,16000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6615,650,Apartment,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,8500,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6616,693,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,14258,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6617,1800,Apartment,3,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,45000,Rentals homes com,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6618,850,Apartment,2,28.695364,77.15354919,Pitampura,North Delhi,Delhi,14000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6619,600,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,14000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6620,680,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,15000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6621,1665,Independent Floor,3,28.69346619,77.12982941,Pitampura,North Delhi,Delhi,50000,Vijay Puri Properties Pvt Ltd,1.1023104756105058,15.979726878504513,15.969550156633732,10.57426929337168
6622,500,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,13500,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6623,750,Apartment,2,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,13000,SL property,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6624,1700,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,42000,rajesh garg luxmi property pitampura,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6625,850,Independent Floor,1,28.64362526,77.17953491,Karol Bagh,North Delhi,Delhi,22000,Karol Bagh Property,0.1974881508778165,13.520031487586355,8.945872523733302,4.030450948681507
6626,750,Independent House,2,28.64398384,77.18740845,Karol Bagh,North Delhi,Delhi,20000,Karol Bagh Property,0.11136182045899096,14.08752978411582,8.777286173278084,3.2648072345073875
6627,2200,Independent Floor,3,28.65573692,77.20080566,Karol Bagh,North Delhi,Delhi,70000,Karol Bagh Property,1.2299063124637346,15.934732454318356,9.873914916133721,2.4906355696439846
6628,1385,Apartment,3,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,38900,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6629,1450,Independent Floor,3,28.69948769,77.18907166,Model Town,North Delhi,Delhi,35000,GharAbhi Estate Pvt Ltd,0.5968513623484085,19.00034549284846,14.812774756660922,7.111748684335664
6630,1500,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,40000,rajesh garg luxmi property pitampura,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6631,900,Independent Floor,3,28.7124958,77.13939667,Pitampura,North Delhi,Delhi,21000,H A H Property Consultant,1.2411474549239299,18.267798867084363,17.47177983848239,11.167514846356244
6632,900,Independent Floor,2,28.70656395,77.14707184,Pitampura,North Delhi,Delhi,20000,H A H Property Consultant,1.1275932127124224,17.88225529900691,16.583081818608346,10.172107451999072
6633,900,Independent Floor,2,28.7124958,77.13939667,Pitampura,North Delhi,Delhi,21000,H A H Property Consultant,1.2411474549239299,18.267798867084363,17.47177983848239,11.167514846356244
6634,1800,Independent Floor,3,28.71161842,77.18810272,Model Town,North Delhi,Delhi,30000,GharAbhi Estate Pvt Ltd,0.9288659427074862,20.09908070402208,16.158779396139018,8.378513121892357
6635,1500,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,45000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6636,1080,Independent Floor,2,28.71264648,77.14196014,Pitampura,North Delhi,Delhi,30000,H A H Property Consultant,1.407369889914151,18.358685379159624,17.39288038224257,11.002559757811362
6637,450,Apartment,1,28.71558189,77.14226532,Pitampura,North Delhi,Delhi,12000,H A H Property Consultant,1.6537162890854205,18.67772253177423,17.684649746356612,11.21688575125422
6638,1000,Apartment,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,18000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6639,600,Apartment,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,18000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6640,1100,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,30000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6641,1000,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,28000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6642,950,Independent Floor,3,28.67427063,77.18015289,Shastri Nagar,North Delhi,Delhi,22000,PROPZONE CONSULTANT,0.48542697394459,16.19338111424691,12.207541790972344,5.361196808012505
6643,900,Independent Floor,2,28.71838188,77.18294525,Model Town,North Delhi,Delhi,16000,GharAbhi Estate Pvt Ltd,0.7906952803840978,20.50910137875848,16.968129333731994,9.265216972875027
6644,850,Apartment,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,12000,SL property,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6645,800,Independent Floor,2,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,23000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6646,2200,Independent Floor,4,28.70215034,77.13902283,Pitampura,North Delhi,Delhi,50000,Chetan Narang Properties,0.492481053981187,17.16350157102138,16.433459851622732,10.422247201588117
6647,2500,Independent Floor,4,28.69477081,77.11759186,Pitampura,North Delhi,Delhi,90000,Chetan Narang Properties,1.6430510122733957,15.83279061985633,16.69683693262823,11.669426909438146
6648,2000,Independent Floor,3,28.69649696,77.12504578,Pitampura,North Delhi,Delhi,50000,Chetan Narang Properties,1.02951409836208,16.18236590365608,16.489876658030788,11.149228136276786
6649,1800,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,50000,rajesh garg luxmi property pitampura,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6650,1500,Apartment,3,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,39500,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6651,300,Independent Floor,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,16000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6652,350,Apartment,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,23000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6653,700,Independent Floor,2,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,25000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6654,1400,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,41000,rajesh garg luxmi property pitampura,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6655,1428,Apartment,3,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,42000,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6656,1500,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,35000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6657,720,Independent Floor,2,28.71142006,77.20890045,Dr Mukherji Nagar,North Delhi,Delhi,20000,Singh properties,1.4761179649792615,21.177318675358396,16.02190291062357,7.812698007626394
6658,900,Independent Floor,2,28.69923973,77.14016724,Pitampura,North Delhi,Delhi,21000,JPB ASSOCIATES PITAM PURA DP MARKET,0.15170776370820235,16.892703773804485,16.093396427218963,10.130793201583849
6659,900,Independent Floor,3,28.69852257,77.14083099,Pitampura,North Delhi,Delhi,25000,JPB ASSOCIATES PITAM PURA DP MARKET,0.05747486528769539,16.83851336511525,15.994293952028416,10.030390281572584
6660,800,Independent Floor,2,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,26000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6661,1800,Independent Floor,3,28.695104600000004,77.1146698,Pitampura,North Delhi,Delhi,35000,Anand Associates,1.7721488788004396,15.81352720673496,16.880670347793192,11.935275045306994
6662,700,Apartment,2,28.695364,77.15354919,Pitampura,North Delhi,Delhi,25000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6663,1500,Apartment,3,28.69701576,77.13554382,Pitampura,North Delhi,Delhi,43500,user,0.5285337976822709,16.517754759933105,16.062717682126667,10.33782163939244
6664,1500,Apartment,2,28.69649315,77.13860321,Pitampura,North Delhi,Delhi,35000,user,0.2749617783267879,16.55539077219483,15.880974258905056,10.063550727946144
6665,2350,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,120000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6666,1750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,70000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6667,550,Independent Floor,2,28.67427063,77.18015289,Shastri Nagar,North Delhi,Delhi,14000,PROPZONE CONSULTANT,0.48542697394459,16.19338111424691,12.207541790972344,5.361196808012505
6668,1800,Independent Floor,3,28.67623329,77.195755,Shakti Nagar,North Delhi,Delhi,35000,Priyal Properties,1.099005747854863,17.287287493922562,12.178920101603994,4.538168661857587
6669,1200,Independent Floor,2,28.69100952,77.20282745,Vijay Nagar,North Delhi,Delhi,25000,Priyal Properties,0.8962678999791964,19.001701606597983,13.768036791420903,5.737443465624362
6670,1600,Independent Floor,3,28.69969749,77.20800018,Dr Mukherji Nagar,North Delhi,Delhi,35000,Priyal Properties,0.19149086335967708,20.074261101686,14.722334437976713,6.546651016504747
6671,1600,Independent Floor,3,28.69123459,77.20350647,Vijay Nagar,North Delhi,Delhi,35000,Priyal Properties,0.8451464843374049,19.061910617179166,13.790782077203412,5.741428922734444
6672,1500,Apartment,3,28.697414399999996,77.15020752,Pitampura,North Delhi,Delhi,45000,user,0.2769773597885697,17.045579175276153,15.526763853916322,9.252399475916476
6673,2234,Independent Floor,3,28.68924522,77.133255,Pitampura,North Delhi,Delhi,50000,user,1.221088413259934,15.62923863586633,15.398803993657346,10.041541626305944
6674,580,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,12000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6675,1400,Apartment,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,36000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6676,552,Apartment,1,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,14699,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6677,658,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,14000,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6678,500,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,10500,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6679,689,Independent Floor,1,28.695364,77.15354919,Pitampura,North Delhi,Delhi,13500,Rentals homes com,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6680,699,Independent Floor,1,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,16000,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6681,700,Independent Floor,1,28.69585991,77.15245056,Netaji Subhash Place,North Delhi,Delhi,14000,Rentals homes com,0.002892092426958035,16.970529813940672,15.28732734581443,8.974194443332461
6682,900,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,34000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6683,1750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,90000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6684,2350,Independent Floor,4,28.695364,77.15354919,Pitampura,North Delhi,Delhi,110000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6685,1750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,82000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6686,900,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,33000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6687,1350,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,36000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6688,1350,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,65000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6689,750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,39000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6690,600,Independent Floor,1,28.7124958,77.13939667,Pitampura,North Delhi,Delhi,12000,H A H Property Consultant,1.2411474549239299,18.267798867084363,17.47177983848239,11.167514846356244
6691,600,Independent Floor,2,28.70656395,77.14707184,Pitampura,North Delhi,Delhi,23000,H A H Property Consultant,1.1275932127124224,17.88225529900691,16.583081818608346,10.172107451999072
6692,500,Apartment,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,20000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6693,200,Apartment,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,10000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6694,1800,Independent Floor,3,28.70292854,77.20896912,Dr Mukherji Nagar,North Delhi,Delhi,45000,Priyal Properties,0.5572821917514558,20.417825280742267,15.080851181611852,6.882173784998272
6695,1700,Independent House,3,28.70508575,77.21224213,Dr Mukherji Nagar,North Delhi,Delhi,35000,Priyal Properties,0.9179793452688187,20.800693700588514,15.325647749462235,7.073543263067593
6696,1600,Independent Floor,2,28.699413300000003,77.18820953,Gujranwala Town,North Delhi,Delhi,45000,Priyal Properties,0.6696717998198554,18.94821544455875,14.815260437559914,7.141399507704197
6697,1000,Independent Floor,2,28.7017498,77.20850372,Dr Mukherji Nagar,North Delhi,Delhi,28000,Priyal Properties,0.41897423734149175,20.285844148709025,14.949937172206294,6.761267449826988
6698,1000,Independent Floor,2,28.69122314,77.20295715,Vijay Nagar,North Delhi,Delhi,25000,Priyal Properties,0.8694172109347513,19.028203123259868,13.791255809403445,5.756166106251178
6699,1620,Independent Floor,3,28.69667435,77.1386261,Pitampura,North Delhi,Delhi,48000,Vijay Puri Properties Pvt Ltd,0.26136361271031705,16.57513931104744,15.898189853870013,10.073894630945599
6700,1000,Independent Floor,1,28.71209717,77.14132690000002,Pitampura,North Delhi,Delhi,30000,user,1.3207773635697564,18.28186485868344,17.35943309182113,11.002700669877957
6701,1500,Apartment,2,28.69754219,77.13521576,Pitampura,North Delhi,Delhi,38000,user,0.5514979001315319,16.563796073603264,16.129217671836006,10.398262376408471
6702,2200,Independent Floor,2,28.69424629,77.11529541,Pitampura,North Delhi,Delhi,50000,user,1.8121379387262144,15.731592876625585,16.76759119030107,11.835149401735068
6703,2500,Independent Floor,3,28.69365883,77.11014557,Pitampura,North Delhi,Delhi,60000,user,1.8255913324996544,15.579278142269544,16.990660619264727,12.245150614088914
6704,900,Independent Floor,2,28.69897079,77.13872528,Pitampura,North Delhi,Delhi,28000,user,0.2323448662386328,16.81964080776925,16.124785245965022,10.222168115116936
6705,2000,Independent Floor,3,28.68790817,77.13417053,Pitampura,North Delhi,Delhi,40000,user,1.294672408497252,15.515835414078474,15.225917115141243,9.887960246677217
6706,900,Apartment,2,28.68351746,77.13407898,Pitampura,North Delhi,Delhi,25000,user,1.0178060854988022,15.051416648472015,14.80336755152273,9.65291420349056
6707,2750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,80000,BM PROPERTIES,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6708,900,Independent Floor,2,28.695364,77.15354919,Pitampura,North Delhi,Delhi,33000,Bm properties,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6709,2000,Independent Floor,2,28.69766426,77.19132996,Gujranwala Town,North Delhi,Delhi,40000,Priyal Properties,0.6231206671694508,18.950893521778,14.586219477488852,6.834703238970864
6710,900,Independent Floor,1,28.70338631,77.14674377,Pitampura,North Delhi,Delhi,25000,user,0.8301975675183864,17.54052554971038,16.266525613736633,9.94969177141576
6711,691,Apartment,1,28.69680023,77.13975525,Pitampura,North Delhi,Delhi,14000,user,0.17009655140579055,16.623811508303593,15.864187988303074,9.99473582945465
6712,521,Independent Floor,1,28.69649315,77.13860321,Pitampura,North Delhi,Delhi,10000,user,0.2749617783267879,16.55539077219483,15.880974258905056,10.063550727946144
6713,700,Independent Floor,1,28.70673561,77.13459778,Pitampura,North Delhi,Delhi,20000,user,0.4517536701375581,17.521939737695845,17.075176400106663,11.080664916967663
6714,850,Apartment,1,28.70649719,77.14774323,Pitampura,North Delhi,Delhi,25000,user,1.1583406328426,17.897816078574948,16.552769739464992,10.120535703361966
6715,1350,Apartment,2,28.69078636,77.11660004,Pitampura,North Delhi,Delhi,23500,user,1.5540413626159444,15.380708335882275,16.37627413970136,11.538770847052646
6716,680,Independent Floor,1,28.69406319,77.15304565,Pitampura,North Delhi,Delhi,11000,user,0.2102421163797071,16.81047432021416,15.08051714885774,8.79847895458481
6717,652,Independent Floor,1,28.69745636,77.14209747,Pitampura,North Delhi,Delhi,15000,user,0.1374920138169928,16.76792474680647,15.835923939754254,9.859885122464236
6718,642,Independent Floor,1,28.697414399999996,77.15020752,Pitampura,North Delhi,Delhi,12000,user,0.2769773597885697,17.045579175276153,15.526763853916322,9.252399475916476
6719,528,Independent Floor,1,28.69552231,77.15457916,Pitampura,North Delhi,Delhi,10500,user,0.21193610818974865,17.018630550473098,15.179725589778593,8.795207989121451
6720,720,Independent Floor,1,28.698997499999997,77.13755798,Pitampura,North Delhi,Delhi,20000,user,0.3386332398841321,16.78693714554032,16.17561095673739,10.31367099912394
6721,400,Independent Floor,1,28.660013199999998,77.18697357,Karol Bagh,North Delhi,Delhi,18000,Dream house properties,1.2310287796008252,15.356663671035642,10.523202130382552,3.871865032104149
6722,750,Independent Floor,2,28.695364,77.15354919,Pitampura,North Delhi,Delhi,25000,BM PROPERTIES,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6723,1750,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,60000,BM PROPERTIES,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6724,1350,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,42000,BM PROPERTIES,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6725,900,Independent Floor,3,28.695364,77.15354919,Pitampura,North Delhi,Delhi,30000,BM PROPERTIES,0.12200520764724218,16.962322828293214,15.198109417829516,8.857666913091556
6726,900,Independent Floor,3,28.67427063,77.18015289,Shastri Nagar,North Delhi,Delhi,25000,PROPZONE CONSULTANT,0.48542697394459,16.19338111424691,12.207541790972344,5.361196808012505
6727,1000,Independent Floor,1,28.70286369,77.20964813,Dr Mukherji Nagar,North Delhi,Delhi,18000,Priyal Properties,0.5769627139241588,20.45165754647534,15.07431122180976,6.864329803886441
6728,1500,Independent Floor,3,28.67742729,77.19719696,Shakti Nagar,North Delhi,Delhi,35000,Priyal Properties,1.1999401695065235,17.478824661820735,12.297939197668073,4.577965265027302
6729,400,Independent Floor,1,28.65240479,77.18807220000002,Karol Bagh,North Delhi,Delhi,15000,Comtrust Leasing Homes,0.9462454720709064,14.800671906171464,9.675300737543052,3.403439032935744
6730,400,Independent Floor,1,28.65345955,77.19047546,Karol Bagh,North Delhi,Delhi,14500,Comtrust Leasing Homes,1.078742100634862,15.046882774887983,9.746263821920866,3.2296324166229637
6731,350,Independent Floor,1,28.65375519,77.19013214,Karol Bagh,North Delhi,Delhi,17000,Comtrust Leasing Homes,1.1057962662773344,15.04763952710229,9.784407551839502,3.273603507187426
