,size_sq_ft,propertyType,bedrooms,latitude,longitude,localityName,suburbName,cityName,price,companyName,closest_mtero_station_km,AP_dist_km,Aiims_dist_km,NDRLW_dist_km
3248,450,Independent Floor,1,28.55146217,77.20999908,Hauz Khas,Delhi South,Delhi,36000,Delhi dreams properties consultant,0.9618078079778712,12.269534739233176,1.7199825896070562,10.055606336522953
3249,2250,Independent Floor,3,28.56660271,77.22013092,South Extension 2,Delhi South,Delhi,85000,India Homes,0.2374390244582125,13.317466015023914,1.2062576224150168,8.32316336100951
3250,1800,Independent Floor,3,28.55921936,77.21943665,South Extension 2,Delhi South,Delhi,55000,India Homes,1.0503551562079745,13.195353458068707,1.4185287530582125,9.142098660146736
3251,1125,Independent Floor,2,28.55772781,77.25847626,East of Kailash,Delhi South,Delhi,33000,Property Linkers,0.555968347716296,17.009748995812636,5.060185601283508,10.013242835864842
3252,2250,Independent Floor,3,28.55772781,77.25847626,East of Kailash,Delhi South,Delhi,43000,Property Linkers,0.555968347716296,17.009748995812636,5.060185601283508,10.013242835864842
3253,2250,Independent Floor,3,28.55772781,77.25847626,East of Kailash,Delhi South,Delhi,42000,Property Linkers,0.555968347716296,17.009748995812636,5.060185601283508,10.013242835864842
3254,1800,Independent Floor,2,28.56742859,77.2397995,Lajpat Nagar,Delhi South,Delhi,48000,Moneytree real estate consultants,0.4795318351939871,15.242005732589359,3.130963730679143,8.440758327019783
3255,2880,Independent Floor,4,28.56742859,77.2397995,Lajpat Nagar,Delhi South,Delhi,130000,Moneytree real estate consultants,0.4795318351939871,15.242005732589359,3.130963730679143,8.440758327019783
3256,3060,Independent Floor,4,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,85000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3257,2700,Independent Floor,3,28.54150581,77.21608734,Panchsheel Park,Delhi South,Delhi,150000,Moneytree real estate consultants,0.4055696328660031,12.945357611962054,2.9245084981502485,11.113590818239377
3258,1800,Independent Floor,3,28.56742859,77.2397995,Lajpat Nagar,Delhi South,Delhi,80000,Moneytree real estate consultants,0.4795318351939871,15.242005732589359,3.130963730679143,8.440758327019783
3259,1872,Independent Floor,3,28.54933357,77.24269867,Greater Kailash,Delhi South,Delhi,100000,NCR Investors,0.6661180511270449,15.475888907953884,3.9281598047096495,10.460604213400423
3260,1200,Apartment,3,28.51563072,77.20435333,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6702752888642227,12.495451234428225,5.687717559908007,14.063336427846705
3261,450,Apartment,1,28.51457024,77.20310211,Sainik Farms,Delhi South,Delhi,12500,Arora Associates,0.7144940243449853,12.422586343045278,5.813457704589758,14.194438275270274
3262,750,Apartment,2,28.51454163,77.20306396,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.7160478224990093,12.420245533680694,5.8169152146286764,14.1980387524141
3263,1250,Apartment,3,28.51543427,77.20323944,Sainik Farms,Delhi South,Delhi,28000,Arora Associates,0.6326196762905401,12.40098860452668,5.716938416606481,14.097756400745947
3264,1200,Apartment,3,28.51437187,77.20159912,Sainik Farms,Delhi South,Delhi,24000,Arora Associates,0.6949107536455188,12.293474868225582,5.848815938816927,14.234816722927597
3265,900,Apartment,3,28.51502991,77.20235443,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6416720042023387,12.335975754472035,5.7689810595033935,14.152960913775248
3266,900,Independent Floor,2,28.51667023,77.20236969,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.4723152022120402,12.273353928933613,5.587849519573983,13.972461052617335
3267,810,Apartment,2,28.51636505,77.20334625,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.5476769711724291,12.374746966438154,5.613280981070764,13.994093261443007
3268,810,Apartment,2,28.51467133,77.20407867,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.745760127194261,12.507808497413876,5.7954900921452985,14.172037758564146
3269,750,Apartment,2,28.51593781,77.20166016,Sainik Farms,Delhi South,Delhi,15000,Arora Associates,0.5262820183107645,12.236646770284612,5.6755966985217405,14.061993282469704
3270,1350,Apartment,3,28.51662827,77.20459747,Sainik Farms,Delhi South,Delhi,19000,Arora Associates,0.6002168536326341,12.47979591332906,5.575963846613079,13.950784852998085
3271,1250,Apartment,3,28.51503372,77.20217133,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6360546622958699,12.31909439685718,5.7702454684762525,14.154824879954374
3272,450,Apartment,1,28.51615906,77.20445251,Sainik Farms,Delhi South,Delhi,14000,Arora Associates,0.6297385515093189,12.484265814981065,5.6286929715262,14.004057976970511
3273,1250,Apartment,3,28.51674461,77.20442963,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.5795541590305731,12.459960674621685,5.564041881560737,13.939838980666751
3274,450,Apartment,1,28.51578712,77.20376587,Sainik Farms,Delhi South,Delhi,16500,Arora Associates,0.6237651839539572,12.435510980587205,5.674130776192701,14.052774850333384
3275,750,Apartment,2,28.51459122,77.20307159,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.7112206056629722,12.418961741683487,5.8113772087478495,14.192492773970947
3276,750,Apartment,2,28.51508522,77.20307159,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.6607284503486534,12.399348749801199,5.756804119853064,14.138150634637528
3277,1350,Independent Floor,3,28.51523781,77.20401764,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.6884999932270683,12.47994910808447,5.733217253731286,14.110361341368716
3278,1350,Independent Floor,3,28.51487732,77.20410156,Sainik Farms,Delhi South,Delhi,24000,Arora Associates,0.7270374386982736,12.501773490592182,5.772564975072076,14.149101993940285
3279,900,Apartment,2,28.51470947,77.20404816,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.7406136717303334,12.503510287121198,5.79146033495681,14.168181569808835
3280,1000,Apartment,3,28.51460266,77.20317841,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.7140124452733461,12.428261043281227,5.809289070534611,14.189968073464382
3281,450,Apartment,1,28.50702286,77.20097351,Neb Sarai,Delhi South,Delhi,7000,Arora Associates,1.4999802839644365,12.55867985470001,6.66528886475591,15.050356667802749
3282,900,Apartment,2,28.51509666,77.20262146,Sainik Farms,Delhi South,Delhi,16500,Arora Associates,0.6431315889500376,12.35773416837154,5.759253968579482,14.142332007501247
3283,750,Apartment,2,28.51486969,77.20142365,Sainik Farms,Delhi South,Delhi,12500,Arora Associates,0.6376339945546154,12.257389378550796,5.795770174673049,14.182395593919301
3284,720,Apartment,2,28.51607895,77.20124054,Sainik Farms,Delhi South,Delhi,15000,Arora Associates,0.5025000766349531,12.192693052314059,5.66455372615339,14.05199163297707
3285,450,Apartment,1,28.51489449,77.20313263,Sainik Farms,Delhi South,Delhi,12000,Arora Associates,0.6824951972121586,12.412476079561328,5.777398060693934,14.158405268621495
3286,900,Apartment,2,28.51473618,77.20163727,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.6558870691846347,12.282242931115654,5.808270754750889,14.19430017158828
3287,1350,Apartment,3,28.51587486,77.20420074,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6395916625318728,12.472032227520337,5.661619019951639,14.038163197801039
3288,450,Apartment,1,28.52284431,77.20405579,Saket,Delhi South,Delhi,30000,Arora Associates,0.4420447472157422,12.21173603992265,4.891990608086036,13.272899675753935
3289,450,Independent Floor,2,28.51788521,77.20236969,Sainik Farms,Delhi South,Delhi,8000,Arora Associates,0.35428627273594765,12.227463710860144,5.4538223543663085,13.838930508154444
3290,450,Apartment,1,28.51459694,77.20306396,Sainik Farms,Delhi South,Delhi,12000,Arora Associates,0.7103541806470732,12.418036647891133,5.8108048785098525,14.191954261437221
3291,1200,Apartment,3,28.51521873,77.2039566,Sainik Farms,Delhi South,Delhi,22000,Arora Associates,0.6872316603611764,12.47510420610781,5.735716669036876,14.11315361035718
3292,900,Apartment,2,28.51523209,77.20239258,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.621542152783871,12.331445982003698,5.746324826888374,14.13026115688454
3293,1350,Apartment,3,28.51522827,77.20365906,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.671867428347411,12.447482956889242,5.736648056682544,14.115511803823715
3294,1000,Apartment,3,28.51561737,77.20285034,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.5980283356915015,12.358188837829893,5.699821797226348,14.082283056681762
3295,1000,Independent Floor,2,28.51520157,77.20144653,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6017618126989919,12.24619851650816,5.758961699799002,14.145642900884425
3296,810,Independent Floor,2,28.51794434,77.20397186,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.45591385927793,12.373120067299704,5.434227986716807,13.812986707147395
3297,900,Apartment,2,28.51556778,77.20283508,Sainik Farms,Delhi South,Delhi,14000,Arora Associates,0.6024517436792207,12.358730901490347,5.7054249888366995,14.087921788522515
3298,450,Apartment,1,28.51610184,77.20212555,Sainik Farms,Delhi South,Delhi,12000,Arora Associates,0.5218844321388468,12.272886898166881,5.652859719022461,14.038008221514035
3299,1000,Apartment,2,28.51467323,77.20178986,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.6657076204563216,12.298693554307,5.813678335841272,14.199263711729296
3300,900,Apartment,2,28.5155983,77.20430756,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.6706103759164024,12.492506123801732,5.691571943050794,14.067415955104961
3301,1100,Apartment,3,28.51505852,77.20214081,Sainik Farms,Delhi South,Delhi,19000,Arora Associates,0.6325872920274344,12.315319175966016,5.767795855960827,14.152481711064752
3302,750,Apartment,2,28.51629448,77.20204163,Sainik Farms,Delhi South,Delhi,17000,Arora Associates,0.4990199225126642,12.257716607035913,5.632430305005041,14.017904749414686
3303,750,Apartment,2,28.51564407,77.20148468,Sainik Farms,Delhi South,Delhi,22000,Arora Associates,0.5542800624027573,12.232133528074984,5.709804201050654,14.09654109185844
3304,1350,Apartment,3,28.51628685,77.20331573,Sainik Farms,Delhi South,Delhi,18500,Arora Associates,0.5534644541518506,12.374941699152822,5.622154196895285,14.0030584209163
3305,450,Apartment,1,28.51487923,77.20363617,Sainik Farms,Delhi South,Delhi,11000,Arora Associates,0.7050269046382276,12.459122820717244,5.7753930210345725,14.154189395179765
3306,1400,Independent Floor,3,28.51481438,77.203125,Sainik Farms,Delhi South,Delhi,26000,Arora Associates,0.6903602350561234,12.41495677808999,5.786307739158912,14.167308723363785
3307,810,Apartment,2,28.51620483,77.20336914,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.5639470512638124,12.382995846018806,5.6308110745359965,14.01144810356555
3308,270,Apartment,1,28.51477242,77.20310974,Sainik Farms,Delhi South,Delhi,10000,Arora Associates,0.6940622202609191,12.415229221835844,5.791061826576737,14.172105939420392
3309,750,Apartment,2,28.51519585,77.20272827,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.6365443503988146,12.363578188037712,5.7473905545696296,14.130121250635893
3310,450,Apartment,1,28.51361084,77.20246124,Sainik Farms,Delhi South,Delhi,13000,Arora Associates,0.7955945972139409,12.402964095432663,5.924665669824432,14.307672075169766
3311,450,Apartment,1,28.51517105,77.20262909,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.635655186665543,12.355487690951849,5.7509757439210905,14.134058826663379
3312,900,Apartment,2,28.51450539,77.20339203,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.7321815254385011,12.451650946379418,5.818447143534549,14.198161946660626
3313,700,Apartment,2,28.51483536,77.20142365,Sainik Farms,Delhi South,Delhi,14000,Arora Associates,0.6413883826102235,12.258768619517115,5.799552760190253,14.186166576214502
3314,1100,Apartment,3,28.51556396,77.20428467,Sainik Farms,Delhi South,Delhi,20000,Arora Associates,0.6724450749213415,12.491735824318528,5.6955059853007235,14.071452403196096
3315,450,Apartment,1,28.5165596,77.20332336,Sainik Farms,Delhi South,Delhi,12000,Arora Associates,0.5283253741175009,12.365208842662135,5.591960205603364,13.9729632889483
3316,900,Apartment,2,28.51477814,77.20412445,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.7376728355832134,12.507776433918307,5.7833952468532654,14.159764775302124
3317,2700,Independent Floor,3,28.57268143,77.28115082,New Friends Colony,Delhi South,Delhi,80000,Atul Kumar,1.3310347622149468,19.325024395146986,7.20499358138933,9.667878563957595
3318,2100,Independent Floor,3,28.57253265,77.28132629,New Friends Colony,Delhi South,Delhi,85000,Atul Kumar,1.3109315294501411,19.340443989935515,7.220643425454152,9.691423345102661
3319,1800,Independent Floor,3,28.55474663,77.23071289,Greater kailash 1,Delhi South,Delhi,85000,Atul Kumar,1.077641406148117,14.290363971577051,2.6127209848845148,9.686608887130506
3320,1600,Apartment,4,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,80000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3321,1400,Apartment,2,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,40000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3322,1550,Apartment,3,28.51709366,77.15979767,Vasant Kunj,Delhi South,Delhi,55000,Traditional Homes,1.886316280834098,8.462323363509956,7.245376825011644,15.040434409262893
3323,1650,Apartment,3,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,60000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3324,1100,Apartment,1,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,32000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3325,1600,Apartment,3,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,65000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3326,1650,Apartment,3,28.52456093,77.14914703,Vasant Kunj,Delhi South,Delhi,45000,Traditional Homes,3.0485931974484526,7.1496080495380845,7.411463669076867,14.74924547120002
3327,1350,Independent Floor,3,28.51499176,77.20180511,Saket,Delhi South,Delhi,25000,Arora Associates,0.6315646732193281,12.287317962602453,5.778406993304046,14.164068242866804
3328,1800,Apartment,2,28.51688576,77.20259857,Sainik Farms,Delhi South,Delhi,18000,Arora Associates,0.4608967492066993,12.286158252944428,5.561974692324287,13.945910981534546
3329,900,Independent Floor,2,28.51434135,77.20167542,Saket,Delhi South,Delhi,16000,Arora Associates,0.6995733387660021,12.301663597504596,5.8514097853721285,14.23719219819115
3330,2700,Independent Floor,4,28.56866455,77.15915679999998,Vasant Vihar,Delhi South,Delhi,140000,India Homes,1.2166643284484786,7.445872945431538,4.764090044218829,10.087265269896758
3331,1900,Independent Floor,2,28.578279499999997,77.23840332,Defence Colony,Delhi South,Delhi,145000,HR Associates,0.5672902420484242,15.262817750901046,3.250104376348685,7.238965321270522
3332,1800,Independent Floor,3,28.52205849,77.20443726,Saket,Delhi South,Delhi,30000,Arora Associates,0.43244608303221377,12.273045340709116,4.976227959595582,13.354840528957427
3333,1900,Independent Floor,3,28.52204895,77.20431519,Saket,Delhi South,Delhi,35000,Arora Associates,0.4210370496041057,12.261950776348124,4.97808842524214,13.35731809436638
3334,950,Independent Floor,1,28.52903557,77.20362091,Malviya Nagar,Delhi South,Delhi,25000,Arora Associates,0.05038222602167247,11.988396107692832,4.211997798210349,12.597764306613517
3335,350,Apartment,1,28.53078079,77.29399872,Sarita Vihar,Delhi South,Delhi,11500,Gopal Barik,0.649139605888785,20.65903731679407,9.334562255932024,14.231444913216214
3336,1872,Independent Floor,3,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,70000,India Homes,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3337,4500,Independent Floor,4,28.56025696,77.16173553,Vasant Vihar,Delhi South,Delhi,245000,India Homes,0.2750642056204261,7.563844361014332,4.56678268498958,10.71148623895533
3338,2700,Independent Floor,3,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,100000,India Homes,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3339,3600,Independent Floor,4,28.56406021,77.15619659,Vasant Vihar,Delhi South,Delhi,100000,India Homes,0.8438566298340479,7.071662789982502,5.0591586638949995,10.669841800390266
3340,3600,Independent Floor,4,28.56378365,77.1608963,Vasant Vihar,Delhi South,Delhi,120000,India Homes,0.660421946451815,7.5229846423891775,4.602449476214496,10.430012518235833
3341,1800,Independent Floor,3,28.56472588,77.19491577,Safdarjung Enclave,Delhi South,Delhi,73000,India Homes,1.006558047518442,10.841832644027162,1.283194033519865,8.895941298037975
3342,3825,Independent Floor,4,28.56025696,77.16173553,Vasant Vihar,Delhi South,Delhi,220000,India Homes,0.2750642056204261,7.563844361014332,4.56678268498958,10.71148623895533
3343,3600,Independent Floor,4,28.55800247,77.24601746,East of Kailash,Delhi South,Delhi,120000,India Homes,0.4935640869803811,15.791466554789595,3.8656044749241336,9.600982784163273
3344,1872,Independent Floor,3,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,73000,India Homes,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3345,5400,Independent Floor,4,28.56025696,77.16173553,Vasant Vihar,Delhi South,Delhi,330000,India Homes,0.2750642056204261,7.563844361014332,4.56678268498958,10.71148623895533
3346,4500,Independent Floor,4,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,130000,India Homes,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3347,2925,Independent Floor,4,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,160000,India Homes,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3348,1800,Independent Floor,3,28.54946518,77.24697876,Greater Kailash,Delhi South,Delhi,90000,India Homes,0.5152760238953316,15.89382829536575,4.290598040445452,10.540533674572199
3349,2835,Independent Floor,4,28.55970383,77.20386505,Green Park,Delhi South,Delhi,85000,India Homes,0.2474175447578906,11.675086014841616,0.8818910607324337,9.235549256653123
3350,2925,Independent Floor,4,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,155000,India Homes,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3351,2835,Independent Floor,3,28.55970383,77.20386505,Green Park,Delhi South,Delhi,95000,India Homes,0.2474175447578906,11.675086014841616,0.8818910607324337,9.235549256653123
3352,2835,Independent Floor,4,28.55970383,77.20386505,Green Park,Delhi South,Delhi,90000,India Homes,0.2474175447578906,11.675086014841616,0.8818910607324337,9.235549256653123
3353,3600,Independent Floor,4,28.56406021,77.15619659,Vasant Vihar,Delhi South,Delhi,145000,India Homes,0.8438566298340479,7.071662789982502,5.0591586638949995,10.669841800390266
3354,3825,Independent Floor,4,28.56406021,77.15619659,Vasant Vihar,Delhi South,Delhi,300000,India Homes,0.8438566298340479,7.071662789982502,5.0591586638949995,10.669841800390266
3355,3600,Independent Floor,4,28.56378365,77.1608963,Vasant Vihar,Delhi South,Delhi,140000,India Homes,0.660421946451815,7.5229846423891775,4.602449476214496,10.430012518235833
3356,1953,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,110000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3357,1953,Independent Floor,2,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,90000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3358,1800,Independent Floor,4,28.560293199999997,77.25699615,East of Kailash,Delhi South,Delhi,75000,Moneytree real estate consultants,0.8490320729680431,16.872421050467597,4.867765604186496,9.695597227052886
3359,980,Independent Floor,2,28.53466034,77.24224091,Greater Kailash,Delhi South,Delhi,40000,Moneytree real estate consultants,0.8956525515288492,15.582130786124209,4.908193727803868,12.048790291827094
3360,1125,Independent Floor,2,28.557880400000002,77.24295807,East of Kailash,Delhi South,Delhi,50000,Moneytree real estate consultants,0.29975370229899195,15.49188608082986,3.5806145197301897,9.541358980645976
3361,2700,Independent Floor,3,28.53536034,77.24195099,Greater Kailash,Delhi South,Delhi,80000,Moneytree real estate consultants,0.8143727562064781,15.543006928219636,4.832411528261992,11.967453698928587
3362,4500,Independent Floor,4,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,85000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3363,2700,Independent Floor,3,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,150000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3364,1872,Independent Floor,3,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,60000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3365,2800,Independent Floor,4,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,125000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3366,3600,Independent Floor,4,28.54784966,77.26132202,Kalkaji,Delhi South,Delhi,85000,Moneytree real estate consultants,0.2694443766617596,17.303764177598186,5.644579880446298,11.134486973020618
3367,1953,Independent Floor,3,28.57416916,77.23075867,Defence Colony,Delhi South,Delhi,130000,Moneytree real estate consultants,0.6844941672376125,14.452221303608034,2.3873142811384,7.548776676499699
3368,2700,Independent Floor,3,28.55721092,77.21279144,Gulmohar park,Delhi South,Delhi,85000,Moneytree real estate consultants,0.6775329457497107,12.539154363005776,1.1754265197385037,9.39575342070361
3369,4050,Independent House,10,28.51631165,77.15498352,Vasant Kunj,Delhi South,Delhi,330000,Moneytree real estate consultants,1.9904713370236184,8.101768628031738,7.622882732907526,15.311769554747936
3370,4500,Independent Floor,4,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,100000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3371,1953,Independent Floor,3,28.53735733,77.23656464,Greater Kailash,Delhi South,Delhi,95000,Moneytree real estate consultants,0.4899477152123754,14.990763136190605,4.314065886383714,11.667863050438573
3372,2925,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,160000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3373,4500,Independent Floor,3,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,85000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3374,2700,Independent Floor,4,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,120000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3375,1600,Independent Floor,2,28.53536034,77.24195099,Greater Kailash,Delhi South,Delhi,55000,Moneytree real estate consultants,0.8143727562064781,15.543006928219636,4.832411528261992,11.967453698928587
3376,1953,Independent Floor,3,28.57320213,77.23127747,Defence Colony,Delhi South,Delhi,125000,Moneytree real estate consultants,0.5841314927767245,14.487095983834871,2.4016088631234265,7.661736923777263
3377,1953,Independent Floor,3,28.57531357,77.23123169,Defence Colony,Delhi South,Delhi,125000,Moneytree real estate consultants,0.7315376174109998,14.517147817665519,2.47604160024495,7.429315270676535
3378,1953,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,130000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3379,1800,Independent Floor,3,28.58125687,77.24195099,Jangpura,Delhi South,Delhi,100000,Moneytree real estate consultants,0.32139637968847634,15.662967166444114,3.7021015133836737,7.013881894350655
3380,4500,Independent Floor,4,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,90000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3381,250,Independent Floor,1,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,30000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3382,1953,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,80000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3383,1953,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,235000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3384,2475,Independent Floor,3,28.58125687,77.24195099,Jangpura,Delhi South,Delhi,130000,Moneytree real estate consultants,0.32139637968847634,15.662967166444114,3.7021015133836737,7.013881894350655
3385,2925,Independent Floor,3,28.57335472,77.23265076,Defence Colony,Delhi South,Delhi,200000,Moneytree real estate consultants,0.4823428746122149,14.622499417248445,2.535141099813208,7.664311640001235
3386,2700,Independent Floor,3,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,85000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3387,2799,Independent Floor,3,28.55345917,77.24258423,Greater Kailash,Delhi South,Delhi,85000,Moneytree real estate consultants,0.21320839934802216,15.452921823855212,3.7130045040308497,10.011182410998094
3388,4500,Independent Floor,4,28.56746292,77.26913452,New Friends Colony,Delhi South,Delhi,120000,Moneytree real estate consultants,1.0128886787127191,18.10260495633887,6.000899925387621,9.493980567930755
3389,4500,Independent Floor,4,28.55553246,77.23373413,Greater kailash 1,Delhi South,Delhi,225000,Moneytree real estate consultants,0.8090128088665042,14.586108654900633,2.8306561428577277,9.634601129337431
3390,1800,Independent Floor,3,28.58125687,77.24195099,Jangpura,Delhi South,Delhi,80000,Moneytree real estate consultants,0.32139637968847634,15.662967166444114,3.7021015133836737,7.013881894350655
3391,2700,Independent Floor,4,28.54272652,77.23987579,Greater Kailash,Delhi South,Delhi,250000,Moneytree real estate consultants,0.24484365606832045,15.247618782848768,4.1233558974344575,11.128362447546229
3392,1125,Independent Floor,1,28.55758095,77.24282837,East of Kailash,Delhi South,Delhi,28000,Moneytree real estate consultants,0.2642657596757416,15.47854619833686,3.577828103855167,9.570797843657434
3393,3060,Independent Floor,4,28.549497600000002,77.23944855,Greater Kailash,Delhi South,Delhi,75000,NCR Investors,0.6910077456472474,15.15736281494486,3.645492011686715,10.38196783727848
3394,2700,Independent Floor,4,28.55927849,77.25679016,East of Kailash,Delhi South,Delhi,85000,NCR Investors,0.7903743691454096,16.848742312909852,4.8660145448874905,9.793057975495826
3395,450,Independent Floor,1,28.51434135,77.20167542,Saket,Delhi South,Delhi,11000,Arora Associates,0.6995733387660021,12.301663597504596,5.8514097853721285,14.23719219819115
3396,900,Independent Floor,2,28.51434135,77.20167542,Saket,Delhi South,Delhi,15000,Arora Associates,0.6995733387660021,12.301663597504596,5.8514097853721285,14.23719219819115
3397,750,Apartment,2,28.51563454,77.20366669,Sainik Farms,Delhi South,Delhi,16000,Arora Associates,0.6331174347763906,12.432329748690247,5.6916824923983445,14.07071313551303
3398,270,Apartment,1,28.51663208,77.20409393,Sainik Farms,Delhi South,Delhi,8000,Arora Associates,0.5669888464628131,12.43331429287108,5.578534380115439,13.956013946659374
3399,1800,Independent Floor,3,28.53224754,77.23983765,Greater Kailash,Delhi South,Delhi,45000,Atul Kumar,1.0650644970179015,15.390944746273009,4.953888015465868,12.274117505916305
3400,2100,Independent Floor,3,28.53096581,77.24284363,Greater Kailash,Delhi South,Delhi,50000,Atul Kumar,1.2891470834384942,15.704713628217528,5.25184119552059,12.462262875038506
3401,5000,Independent Floor,4,28.57102394,77.27926636,New Friends Colony,Delhi South,Delhi,150000,Atul Kumar,1.21827631074246,19.12371628300638,7.0069424206597954,9.703967837982868
3402,4000,Independent Floor,4,28.58398819,77.27892303,New Friends Colony,Delhi South,Delhi,75000,Atul Kumar,1.8974234675875912,19.276788066569182,7.21201829484413,8.563575809531995
